matagent,severity,nace_r2,sex,age,unit,time\geo	EU28 	EU27 	BE 	BG 	CZ 	DK 	DE 	EE 	IE 	EL 	ES 	FR 	HR 	IT 	CY 	LV 	LT 	LU 	HU 	MT 	NL 	AT 	PL 	PT 	RO 	SI 	SK 	SE 	UK 	NO 	CH 
MAT_0100,FAT,T,M,Y_LT25,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,T,T,TOTAL,NR,2014	3 	3 	0 	0 	0 	0 	0 	0 	0 	0 	3 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,T,T,TOTAL,PC,2014	60 	60 	0 	0 	0 	0 	0 	0 	0 	0 	75 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,T,T,TOTAL,RT_INC,2014	0.16 	0.16 	0 	0 	0 	0 	0 	0 	0 	0 	0.63 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,T,T,UNK,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,T,T,UNK,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,T,T,UNK,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,T,T,Y25-54,NR,2014	1 	1 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,T,T,Y25-54,PC,2014	100 	100 	0 	0 	0 	0 	0 	0 	0 	0 	100 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,T,T,Y25-54,RT_INC,2014	0.07 	0.07 	0 	0 	0 	0 	0 	0 	0 	0 	0.27 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,T,T,Y_GE55,NR,2014	2 	2 	0 	0 	0 	0 	0 	0 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,T,T,Y_GE55,PC,2014	50 	50 	0 	0 	0 	0 	0 	0 	0 	0 	66.67 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,T,T,Y_GE55,RT_INC,2014	0.47 	0.47 	0 	0 	0 	0 	0 	0 	0 	0 	2.19 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,T,T,Y_LT25,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,T,T,Y_LT25,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,T,T,Y_LT25,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,T,UNK,TOTAL,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,T,UNK,TOTAL,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,T,UNK,TOTAL,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,T,UNK,UNK,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,T,UNK,UNK,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,T,UNK,UNK,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,T,UNK,Y25-54,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,T,UNK,Y25-54,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,T,UNK,Y25-54,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,T,UNK,Y_GE55,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,T,UNK,Y_GE55,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,T,UNK,Y_GE55,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,T,UNK,Y_LT25,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,T,UNK,Y_LT25,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,T,UNK,Y_LT25,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,TOTAL,F,TOTAL,NR,2014	10 	10 	0 	0 	0 	0 	5 	0 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	2 	0 	0 	1 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,TOTAL,F,TOTAL,PC,2014	4.26 	4.27 	0 	0 	0 	0 	15.15 	0 	0 	0 	12.5 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	16.67 	0 	0 	10 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,TOTAL,F,TOTAL,RT_INC,2014	0.01 	0.01 	0 	0 	0 	0 	0.02 	0 	0 	0 	0.03 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0.1 	0 	0 	0.04 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,TOTAL,F,UNK,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,TOTAL,F,UNK,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,TOTAL,F,UNK,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,TOTAL,F,Y25-54,NR,2014	3 	3 	0 	0 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,TOTAL,F,Y25-54,PC,2014	2.11 	2.13 	0 	0 	0 	0 	12.5 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	16.67 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,TOTAL,F,Y25-54,RT_INC,2014	0 	0 	0 	0 	0 	0 	0.01 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0.07 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,TOTAL,F,Y_GE55,NR,2014	7 	7 	0 	0 	0 	0 	3 	0 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	1 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,TOTAL,F,Y_GE55,PC,2014	9.09 	9.09 	0 	0 	0 	0 	18.75 	0 	0 	0 	66.67 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	16.67 	0 	0 	33.33 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,TOTAL,F,Y_GE55,RT_INC,2014	0.04 	0.04 	0 	0 	0 	0 	0.07 	0 	0 	0 	0.24 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0.45 	0 	0 	0.41 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,TOTAL,F,Y_LT25,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,TOTAL,F,Y_LT25,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,TOTAL,F,Y_LT25,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,TOTAL,M,TOTAL,NR,2014	111 	110 	4 	3 	0 	0 	17 	2 	0 	0 	9 	12 	1 	22 	0 	1 	0 	0 	8 	0 	0 	7 	7 	2 	14 	0 	0 	2 	0 	0 	4 
MAT_0100,FAT,TOTAL,M,TOTAL,PC,2014	3.17 	3.16 	7.84 	2.7 	0 	0 	3.64 	13.33 	0 	0 	3.41 	2.26 	4 	4.48 	0 	2.63 	0 	0 	10.39 	0 	0 	6.14 	2.8 	1.31 	5.34 	0 	0 	5.13 	0 	0 	5.71 
MAT_0100,FAT,TOTAL,M,TOTAL,RT_INC,2014	0.1 	0.1 	0.19 	0.23 	0 	0 	0.07 	0.62 	0 	0 	0.13 	0.1 	0.14 	0.17 	0 	0.23 	0 	0 	0.42 	0 	0 	0.32 	0.08 	0.09 	0.6 	0 	0 	0.08 	0 	0 	0.16 
MAT_0100,FAT,TOTAL,M,UNK,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,TOTAL,M,UNK,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,TOTAL,M,UNK,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,TOTAL,M,Y25-54,NR,2014	67 	66 	2 	2 	0 	0 	7 	2 	0 	0 	5 	9 	1 	11 	0 	1 	0 	0 	6 	0 	0 	2 	4 	2 	12 	0 	0 	1 	0 	0 	2 
MAT_0100,FAT,TOTAL,M,Y25-54,PC,2014	2.9 	2.88 	5 	2.67 	0 	0 	2.43 	18.18 	0 	0 	2.44 	2.53 	4.76 	3.65 	0 	4 	0 	0 	10.91 	0 	0 	3.51 	2.47 	1.8 	6 	0 	0 	5.56 	0 	0 	5.26 
MAT_0100,FAT,TOTAL,M,Y25-54,RT_INC,2014	0.08 	0.08 	0.12 	0.2 	0 	0 	0.04 	0.85 	0 	0 	0.08 	0.1 	0.18 	0.11 	0 	0.31 	0 	0 	0.4 	0 	0 	0.13 	0.06 	0.12 	0.63 	0 	0 	0.06 	0 	0 	0.12 
MAT_0100,FAT,TOTAL,M,Y_GE55,NR,2014	40 	40 	1 	1 	0 	0 	10 	0 	0 	0 	3 	3 	0 	9 	0 	0 	0 	0 	2 	0 	0 	5 	3 	0 	2 	0 	0 	1 	0 	0 	1 
MAT_0100,FAT,TOTAL,M,Y_GE55,PC,2014	4.06 	4.08 	14.29 	3.57 	0 	0 	6.37 	0 	0 	0 	6.25 	2.01 	0 	6.04 	0 	0 	0 	0 	13.33 	0 	0 	9.8 	3.85 	0 	4 	0 	0 	5.26 	0 	0 	5.56 
MAT_0100,FAT,TOTAL,M,Y_GE55,RT_INC,2014	0.21 	0.21 	0.36 	0.43 	0 	0 	0.21 	0 	0 	0 	0.33 	0.19 	0 	0.37 	0 	0 	0 	0 	0.79 	0 	0 	1.56 	0.21 	0 	0.63 	0 	0 	0.2 	0 	0 	0.2 
MAT_0100,FAT,TOTAL,M,Y_LT25,NR,2014	4 	4 	1 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 
MAT_0100,FAT,TOTAL,M,Y_LT25,PC,2014	2.15 	2.15 	25 	0 	0 	0 	0 	0 	0 	0 	9.09 	0 	0 	7.41 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	7.14 
MAT_0100,FAT,TOTAL,M,Y_LT25,RT_INC,2014	0.04 	0.04 	0.55 	0 	0 	0 	0 	0 	0 	0 	0.28 	0 	0 	0.36 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0.34 
MAT_0100,FAT,TOTAL,T,TOTAL,NR,2014	121 	120 	4 	3 	0 	0 	22 	2 	0 	0 	11 	12 	1 	22 	0 	1 	0 	0 	8 	0 	0 	9 	7 	2 	15 	0 	0 	2 	0 	0 	4 
MAT_0100,FAT,TOTAL,T,TOTAL,PC,2014	3.24 	3.23 	7.69 	2.56 	0 	0 	4.4 	12.5 	0 	0 	3.93 	2.04 	3.85 	4.21 	0 	2.44 	0 	0 	9.88 	0 	0 	7.14 	2.66 	1.25 	5.51 	0 	0 	5 	0 	0 	5.41 
MAT_0100,FAT,TOTAL,T,TOTAL,RT_INC,2014	0.06 	0.06 	0.1 	0.11 	0 	0 	0.05 	0.32 	0 	0 	0.08 	0.06 	0.07 	0.1 	0 	0.11 	0 	0 	0.22 	0 	0 	0.22 	0.05 	0.04 	0.3 	0 	0 	0.04 	0 	0 	0.09 
MAT_0100,FAT,TOTAL,T,UNK,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,TOTAL,T,UNK,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,TOTAL,T,UNK,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,TOTAL,T,Y25-54,NR,2014	70 	69 	2 	2 	0 	0 	9 	2 	0 	0 	5 	9 	1 	11 	0 	1 	0 	0 	6 	0 	0 	3 	4 	2 	12 	0 	0 	1 	0 	0 	2 
MAT_0100,FAT,TOTAL,T,Y25-54,PC,2014	2.85 	2.83 	4.88 	2.5 	0 	0 	2.96 	18.18 	0 	0 	2.29 	2.36 	4.55 	3.42 	0 	3.7 	0 	0 	10.17 	0 	0 	4.76 	2.34 	1.69 	5.83 	0 	0 	5.26 	0 	0 	4.76 
MAT_0100,FAT,TOTAL,T,Y25-54,RT_INC,2014	0.05 	0.05 	0.06 	0.1 	0 	0 	0.03 	0.45 	0 	0 	0.04 	0.05 	0.09 	0.06 	0 	0.15 	0 	0 	0.21 	0 	0 	0.1 	0.03 	0.06 	0.29 	0 	0 	0.03 	0 	0 	0.06 
MAT_0100,FAT,TOTAL,T,Y_GE55,NR,2014	47 	47 	1 	1 	0 	0 	13 	0 	0 	0 	5 	3 	0 	9 	0 	0 	0 	0 	2 	0 	0 	6 	3 	0 	3 	0 	0 	1 	0 	0 	1 
MAT_0100,FAT,TOTAL,T,Y_GE55,PC,2014	4.43 	4.44 	14.29 	3.45 	0 	0 	7.51 	0 	0 	0 	9.8 	1.75 	0 	5.7 	0 	0 	0 	0 	13.33 	0 	0 	10.53 	3.66 	0 	5.66 	0 	0 	5.26 	0 	0 	5.56 
MAT_0100,FAT,TOTAL,T,Y_GE55,RT_INC,2014	0.13 	0.14 	0.2 	0.21 	0 	0 	0.14 	0 	0 	0 	0.29 	0.1 	0 	0.23 	0 	0 	0 	0 	0.4 	0 	0 	1.1 	0.12 	0 	0.53 	0 	0 	0.11 	0 	0 	0.11 
MAT_0100,FAT,TOTAL,T,Y_LT25,NR,2014	4 	4 	1 	0 	0 	0 	0 	0 	0 	0 	1 	0 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	1 
MAT_0100,FAT,TOTAL,T,Y_LT25,PC,2014	1.98 	1.98 	25 	0 	0 	0 	0 	0 	0 	0 	9.09 	0 	0 	7.14 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	7.14 
MAT_0100,FAT,TOTAL,T,Y_LT25,RT_INC,2014	0.02 	0.02 	0.29 	0 	0 	0 	0 	0 	0 	0 	0.14 	0 	0 	0.22 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0.17 
MAT_0100,FAT,TOTAL,UNK,TOTAL,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,TOTAL,UNK,TOTAL,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,TOTAL,UNK,TOTAL,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,TOTAL,UNK,UNK,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,TOTAL,UNK,UNK,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,TOTAL,UNK,UNK,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,TOTAL,UNK,Y25-54,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,TOTAL,UNK,Y25-54,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,TOTAL,UNK,Y25-54,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,TOTAL,UNK,Y_GE55,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,TOTAL,UNK,Y_GE55,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,TOTAL,UNK,Y_GE55,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,TOTAL,UNK,Y_LT25,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,TOTAL,UNK,Y_LT25,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,TOTAL,UNK,Y_LT25,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,U,F,TOTAL,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,U,F,TOTAL,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,U,F,TOTAL,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,U,F,UNK,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,U,F,UNK,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,U,F,UNK,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,U,F,Y25-54,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,U,F,Y25-54,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,U,F,Y25-54,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,U,F,Y_GE55,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,U,F,Y_GE55,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,U,F,Y_GE55,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,U,F,Y_LT25,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,U,F,Y_LT25,PC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,U,F,Y_LT25,RT_INC,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MAT_0100,FAT,U,M,TOTAL,NR,2014	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
